,
Date,Close
8/26/2020 16:00:00,114.62
8/27/2020 16:00:00,107.35
8/28/2020 16:00:00,107.74
8/31/2020 16:00:00,110.34
9/1/2020 16:00:00,105.08
9/2/2020 16:00:00,102.9
9/3/2020 16:00:00,102.98
9/4/2020 16:00:00,92.93
9/8/2020 16:00:00,85.31
9/9/2020 16:00:00,90.84
9/10/2020 16:00:00,92.86
9/11/2020 16:00:00,95.45
9/14/2020 16:00:00,105.8
9/15/2020 16:00:00,110.34
9/16/2020 16:00:00,120.13
9/17/2020 16:00:00,115.51
9/18/2020 16:00:00,108.36
9/21/2020 16:00:00,110.15
9/22/2020 16:00:00,111.63
9/23/2020 16:00:00,101.57
9/24/2020 16:00:00,102.44
9/25/2020 16:00:00,113.56
9/28/2020 16:00:00,111.18
9/29/2020 16:00:00,107.95
9/30/2020 16:00:00,108.35
10/1/2020 16:00:00,104.9
10/2/2020 16:00:00,103.6
10/5/2020 16:00:00,110.17
10/6/2020 16:00:00,107.41
10/7/2020 16:00:00,110
10/8/2020 16:00:00,111.02
10/9/2020 16:00:00,111.22
10/12/2020 16:00:00,110.22
10/13/2020 16:00:00,117.28
10/14/2020 16:00:00,111.76
10/15/2020 16:00:00,111.42
10/16/2020 16:00:00,107.04
10/19/2020 16:00:00,102.05
10/20/2020 16:00:00,98.36
10/21/2020 16:00:00,91.16
10/22/2020 16:00:00,93.59
10/23/2020 16:00:00,93.13
10/26/2020 16:00:00,87.38
10/27/2020 16:00:00,89.59
10/28/2020 16:00:00,81.33
10/29/2020 16:00:00,87.63
10/30/2020 16:00:00,80.71
11/2/2020 16:00:00,82.4
11/3/2020 16:00:00,83.64
11/4/2020 16:00:00,87.27
11/5/2020 16:00:00,93.11
11/6/2020 16:00:00,89.86
11/9/2020 16:00:00,90.31
11/10/2020 16:00:00,78.74
11/11/2020 16:00:00,85.01
11/12/2020 16:00:00,90.87
11/13/2020 16:00:00,96.6
11/16/2020 16:00:00,90.65
